Stellar models, Z=0.0500, Girardi et al. 2000 + Padova 1994 No mass loss conside
 
  42   84
 
  120.00 ML
 
44 3.0337280e+06  21.2624 5.845 4.817 0.037931 0.912939 0.000667 0.036850 0.003216 -4.800
45 3.0345955e+06  21.2496 5.844 4.835 0.037738 0.912946 0.000660 0.036883 0.003212 -4.801
46 3.0355438e+06  21.2349 5.842 4.853 0.037528 0.913048 0.000650 0.036906 0.003209 -4.801
47 3.0365608e+06  21.2184 5.841 4.870 0.037302 0.913269 0.000635 0.036914 0.003206 -4.802
48 3.0376495e+06  21.2001 5.838 4.887 0.037060 0.913591 0.000617 0.036912 0.003203 -4.803
49 3.0388200e+06  21.1800 5.836 4.904 0.036800 0.914000 0.000595 0.036900 0.003200 -4.804
50 3.0396755e+06  21.1526 5.806 4.964 0.038673 0.912350 0.000576 0.036975 0.003225 -4.798
51 3.0406602e+06  21.1191 5.792 4.984 0.038823 0.911929 0.000581 0.036966 0.003229 -4.789
52 3.0435665e+06  21.0862 5.779 5.004 0.036222 0.914390 0.000586 0.036985 0.003205 -4.798
53 3.0488732e+06  21.0755 5.768 5.023 0.030166 0.920464 0.000588 0.037044 0.003148 -4.839
54 3.0558770e+06  21.0478 5.757 5.041 0.021696 0.929071 0.000592 0.037124 0.003066 -4.885
55 3.0631280e+06  20.9222 5.745 5.057 0.012955 0.937983 0.000608 0.037188 0.002980 -4.883
56 3.0691975e+06  20.6093 5.728 5.067 0.006064 0.944997 0.000646 0.037193 0.002910 -4.774
57 3.0733935e+06  20.0657 5.704 5.070 0.002048 0.949047 0.000712 0.037121 0.002866 -4.530
58 3.0761640e+06  19.3246 5.676 5.068 0.000239 0.950828 0.000801 0.036987 0.002841 -4.172
59 3.0779400e+06  18.4100 5.643 5.061 0.000000 0.951000 0.000912 0.036800 0.002830 -3.715
60 3.0802800e+06  17.9800 5.627 5.073 0.000000 0.865000 0.066400 0.000000 0.003420 -3.740
61 3.1181800e+06  13.3300 5.408 5.078 0.000000 0.800000 0.128000 0.000000 0.005090 -4.065
62 3.1845300e+06   9.6200 5.164 5.070 0.000000 0.710000 0.214000 0.000000 0.009440 -4.424
63 3.2909900e+06   6.9800 4.930 5.056 0.000000 0.599000 0.316000 0.000000 0.018800 -4.775
64 3.4913100e+06   4.8700 4.688 5.056 0.000000 0.435000 0.454000 0.000000 0.044200 -5.165
65 3.6089000e+06   4.2100 4.642 5.116 0.000000 0.348000 0.519000 0.000000 0.066800 -5.330
66 3.6142800e+06   4.1800 4.714 5.174 0.000000 0.343000 0.522000 0.000000 0.068200 -5.336
67 3.6171400e+06   4.1700 4.734 5.187 0.000000 0.341000 0.524000 0.000000 0.068900 -5.340
68 3.6297388e+06   4.1066 4.936 5.133 0.000000 0.334037 0.528676 0.000000 0.071311 -5.355
69 3.6304848e+06   4.1035 4.948 5.124 0.000000 0.333145 0.529296 0.000000 0.071598 -5.356
70 3.6311700e+06   4.1007 4.960 5.115 0.000000 0.332322 0.529860 0.000000 0.071861 -5.356
71 3.6317962e+06   4.0981 4.970 5.107 0.000000 0.331566 0.530371 0.000000 0.072102 -5.357
72 3.6323642e+06   4.0959 4.979 5.100 0.000000 0.330877 0.530828 0.000000 0.072319 -5.357
73 3.6328732e+06   4.0938 4.988 5.093 0.000000 0.330254 0.531232 0.000000 0.072515 -5.358
74 3.6333222e+06   4.0921 4.995 5.087 0.000000 0.329700 0.531581 0.000000 0.072687 -5.358
75 3.6337100e+06   4.0906 5.001 5.082 0.000000 0.329215 0.531875 0.000000 0.072835 -5.359
76 3.6340335e+06   4.0894 5.007 5.078 0.000000 0.328803 0.532110 0.000000 0.072959 -5.359
77 3.6342930e+06   4.0886 5.011 5.074 0.000000 0.328465 0.532287 0.000000 0.073057 -5.359
78 3.6344908e+06   4.0880 5.014 5.071 0.000000 0.328196 0.532408 0.000000 0.073132 -5.360
79 3.6346290e+06   4.0876 5.016 5.069 0.000000 0.327995 0.532475 0.000000 0.073184 -5.360
80 3.6347082e+06   4.0876 5.018 5.068 0.000000 0.327860 0.532488 0.000000 0.073213 -5.360
81 3.6347290e+06   4.0878 5.018 5.067 0.000000 0.327793 0.532448 0.000000 0.073220 -5.360
82 3.6347395e+06   4.0882 5.017 5.067 0.000000 0.327792 0.532355 0.000000 0.073204 -5.360
83 3.6347448e+06   4.0890 5.016 5.068 0.000000 0.327860 0.532206 0.000000 0.073164 -5.360
